,BTC,BNB,XRP,SOL,DOGE,LINK,UNI,LTC,BCH,MATIC,FTT,TRX,AXS,SHIB,AAVE,OKB,GRT,FTM,CEL,MKR,COMP,SUSHI,SNX,HT,CHZ,OMG,ENJ,YFI,SRM,BAT,CRV,REN,AUDIO,BNT,ZRX,DYDX,RAY,PERP,SAND,C98,CRO,HNT,LEO,MANA,WAVES,SKL,SPELL,1INCH
2021-10-08 17:00:00,CSP,BTO,CSP,CSP,CSP,BTO,CLP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CLP,,CSP,STO,CSP,STO,STO,STO,CSP,CSP,STO,BTO,CSP,STO,CSP,CSP,CSP,CSP,BTO,CSP,CSP,CSP,CSP,CSP,CSP,,CSP,CSP,,,,,,
2021-10-08 18:00:00,CSP,BTO,CSP,CSP,CSP,BTO,STO,CSP,CSP,CSP,CSP,CSP,CSP,CSP,STO,,CSP,STO,CSP,STO,STO,STO,CSP,CSP,STO,BTO,CSP,STO,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,,CSP,CSP,,,,,,
2021-10-08 19:00:00,CSP,BTO,CSP,CSP,CSP,CSP,STO,CSP,CSP,CLP,CSP,CLP,CSP,CSP,STO,,CSP,STO,CSP,CLP,STO,STO,CSP,CSP,STO,BTO,CSP,STO,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,,CSP,CSP,,,,,,
2021-10-08 20:00:00,CSP,BTO,BTO,CSP,CSP,BTO,STO,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CLP,,CSP,STO,CSP,STO,STO,STO,CSP,CSP,STO,BTO,CSP,STO,CSP,CSP,CLP,CSP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,,CSP,CSP,,,,,,
2021-10-08 21:00:00,CSP,BTO,CSP,CSP,CSP,BTO,CLP,CSP,CSP,CLP,CSP,CLP,CSP,CSP,STO,,CSP,STO,CSP,STO,STO,STO,CSP,CSP,STO,BTO,CSP,STO,CSP,CSP,CLP,CSP,CSP,CSP,STO,CSP,CSP,CSP,CSP,,CSP,CSP,,,,,,
2021-10-08 22:00:00,CSP,BTO,CSP,CSP,CSP,BTO,CLP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,STO,,CSP,STO,CSP,STO,STO,STO,CSP,CSP,STO,BTO,CSP,STO,CSP,CSP,CLP,CSP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,,CSP,CSP,,,,,,
2021-10-08 23:00:00,CSP,BTO,CSP,CSP,CSP,BTO,CLP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,STO,,CSP,STO,CSP,STO,STO,STO,CSP,CSP,CLP,BTO,CSP,STO,CSP,CSP,CLP,CSP,BTO,CSP,STO,CSP,CSP,CSP,CSP,,CSP,CSP,,,,,,
2021-10-09 00:00:00,CSP,BTO,CSP,CSP,CSP,BTO,CSP,CSP,CSP,CLP,CSP,CLP,CSP,CSP,CSP,,CSP,STO,CSP,STO,STO,STO,CSP,CSP,STO,BTO,CSP,STO,CSP,CSP,CLP,CSP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,,CSP,CSP,,,,,,
2021-10-09 01:00:00,CSP,BTO,CSP,CSP,CSP,BTO,CSP,CSP,CSP,CLP,CSP,CLP,CSP,CSP,CSP,,CSP,STO,CSP,CLP,STO,STO,CSP,CSP,STO,BTO,CSP,STO,CSP,CSP,STO,CSP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,,CSP,CSP,,,,,,
2021-10-09 02:00:00,CSP,BTO,CSP,CSP,CSP,BTO,CLP,CSP,CSP,CLP,CSP,CLP,CSP,CSP,CSP,,CSP,STO,CSP,CLP,STO,CLP,CSP,CSP,STO,BTO,CSP,STO,CSP,CSP,STO,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,,CSP,CSP,,,,,,
2021-10-09 03:00:00,CSP,BTO,CSP,CSP,CSP,BTO,CLP,CSP,CSP,CLP,CSP,CLP,CSP,CSP,CLP,,CSP,STO,CSP,CLP,STO,CLP,CSP,CSP,STO,BTO,CSP,STO,CSP,CSP,STO,CSP,CSP,CSP,CSP,CSP,CSP,CLP,CSP,,CSP,CSP,,,,,,
2021-10-09 04:00:00,CSP,BTO,BTO,CSP,CSP,BTO,CSP,CSP,CSP,CLP,CSP,STO,CSP,CSP,CLP,,CSP,STO,CSP,CLP,STO,CLP,CSP,CSP,STO,BTO,CSP,STO,CSP,CSP,STO,CSP,CSP,CSP,,CSP,CSP,STO,CSP,,CSP,,,CSP,,CSP,,
2021-10-09 05:00:00,CSP,BTO,BTO,CSP,CSP,BTO,CSP,CSP,CSP,CLP,CSP,STO,CSP,CSP,CLP,,CSP,STO,CSP,CLP,STO,CLP,STO,CSP,STO,BTO,CSP,STO,CSP,CSP,STO,CSP,CSP,CSP,,CSP,CSP,STO,CSP,,CSP,,,CLP,,CSP,,
2021-10-09 06:00:00,CSP,BTO,BTO,CSP,CSP,BTO,CSP,CSP,CSP,CSP,CSP,STO,CSP,CSP,CSP,,CLP,STO,CSP,CLP,STO,CLP,STO,CSP,CLP,BTO,CSP,STO,CSP,CSP,STO,CSP,CSP,CSP,,CSP,CSP,STO,CSP,,CSP,,,CLP,,CSP,,
2021-10-09 07:00:00,CSP,BTO,BTO,CSP,CSP,BTO,CSP,CSP,CSP,CSP,CSP,CLP,CSP,CSP,CSP,,CLP,STO,CSP,CSP,STO,CLP,CLP,CSP,CLP,BTO,CSP,STO,CSP,CSP,STO,CSP,CSP,CSP,,CSP,CSP,STO,CSP,,CSP,,,CLP,,CSP,,
2021-10-09 08:00:00,CSP,BTO,BTO,CSP,CSP,BTO,CLP,CSP,CSP,CSP,CSP,CLP,CSP,CSP,CSP,,CLP,STO,CSP,CLP,STO,CLP,CLP,CSP,CLP,BTO,CSP,STO,CSP,CSP,STO,CSP,CSP,CSP,,CSP,CSP,STO,CSP,,CSP,,,CLP,,CSP,,
2021-10-09 09:00:00,CSP,BTO,BTO,CSP,CSP,BTO,CLP,CSP,CSP,CSP,CSP,STO,CSP,CSP,CLP,,CLP,CLP,CSP,CLP,STO,CLP,CLP,CSP,CLP,BTO,CSP,STO,CSP,CSP,STO,CSP,CSP,CSP,,CLP,CSP,STO,CSP,,CSP,,,CLP,,CSP,,
2021-10-09 10:00:00,CSP,BTO,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,STO,CSP,CSP,CLP,,CSP,CLP,CSP,CLP,STO,CLP,CLP,CSP,CLP,BTO,CSP,STO,CSP,CSP,STO,CSP,CSP,CSP,,CSP,CSP,STO,CSP,,CSP,,,CLP,,CSP,,
2021-10-09 11:00:00,CSP,0,BTO,CSP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,STO,CSP,CSP,CLP,,CLP,CLP,CSP,CLP,STO,CLP,CLP,CSP,CLP,BTO,CSP,STO,CSP,CSP,STO,CSP,CSP,CSP,,CSP,CSP,STO,CSP,,CSP,,,CSP,,CSP,,
2021-10-09 12:00:00,CSP,BTO,CSP,CSP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,STO,CSP,CSP,CSP,,CSP,CLP,CSP,CSP,STO,CLP,CSP,CSP,CLP,BTO,CSP,STO,CSP,CSP,STO,CSP,CSP,CSP,,CSP,CSP,STO,CSP,,CSP,,,CSP,,CSP,,
2021-10-09 13:00:00,CSP,BTO,CSP,CSP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,STO,CSP,CSP,CSP,,CSP,STO,CSP,CSP,STO,CSP,CSP,CSP,CLP,BTO,CSP,STO,CSP,CSP,STO,CSP,CSP,CSP,,CSP,CSP,STO,CSP,,BTO,,,CSP,,CSP,,
2021-10-09 14:00:00,CSP,BTO,CSP,CSP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,STO,CSP,CSP,CSP,,CSP,CLP,CSP,CSP,STO,CSP,CLP,CSP,CLP,BTO,CSP,STO,CSP,CSP,STO,CSP,CSP,CSP,,CSP,CSP,STO,CSP,,BTO,,,CSP,,CSP,,
2021-10-09 15:00:00,CSP,BTO,STO,CSP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,STO,CSP,CSP,CSP,,CSP,CLP,CSP,CLP,STO,CSP,STO,CSP,CLP,BTO,CSP,CLP,CSP,CSP,CLP,CSP,CSP,CSP,,CSP,CSP,CLP,CSP,,CSP,,,CSP,,CSP,,
2021-10-09 16:00:00,CSP,BTO,STO,CSP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,STO,CSP,CSP,CSP,,CSP,STO,CSP,CLP,STO,CSP,STO,CSP,CLP,BTO,CSP,STO,CSP,CSP,CLP,CSP,CSP,CSP,,CSP,CSP,CLP,CSP,,CSP,,,CLP,,CSP,,
2021-10-09 17:00:00,CSP,BTO,STO,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,STO,CSP,CSP,CSP,,CSP,STO,CSP,CSP,STO,CSP,CLP,CSP,CLP,BTO,CSP,STO,CSP,CSP,CLP,CSP,CSP,CSP,,CSP,CSP,CLP,CSP,,BTO,,,CSP,,CSP,,
2021-10-09 18:00:00,CSP,BTO,STO,CSP,CSP,CLP,CSP,CLP,CLP,CSP,CSP,STO,CSP,BTO,CSP,,CSP,CLP,CSP,STO,STO,CSP,CLP,CSP,CLP,BTO,CSP,STO,CSP,CSP,CLP,CSP,CSP,CSP,,CSP,CSP,CLP,BTO,,BTO,,,CSP,,CSP,,
2021-10-09 19:00:00,CSP,BTO,STO,CSP,CSP,CLP,CLP,CSP,CLP,CSP,CSP,STO,CSP,BTO,CSP,,CSP,CLP,CSP,STO,STO,CSP,CLP,CSP,CLP,BTO,CSP,CLP,CSP,CSP,CSP,CSP,CSP,CSP,,CLP,CSP,CLP,CSP,,BTO,,,CLP,,CSP,,
2021-10-09 20:00:00,CSP,BTO,STO,CSP,CSP,CSP,STO,CSP,CSP,CSP,CSP,STO,CSP,BTO,CSP,,CSP,CLP,CSP,STO,STO,CSP,STO,CSP,CLP,BTO,CSP,CLP,CSP,CSP,CSP,CSP,CSP,CSP,,CLP,CSP,CLP,CSP,,BTO,,,CLP,,CSP,,
2021-10-09 21:00:00,CSP,BTO,STO,CSP,CSP,CSP,STO,CSP,CSP,CLP,CSP,STO,CSP,BTO,CSP,,CSP,CLP,CSP,STO,STO,CLP,STO,CSP,CLP,BTO,CSP,CLP,CSP,CSP,CSP,CSP,CSP,CSP,,CLP,CSP,CLP,CSP,,BTO,,,STO,,CSP,,
2021-10-09 22:00:00,CSP,BTO,STO,CSP,CSP,CSP,CLP,CSP,CSP,STO,CSP,STO,CSP,BTO,CSP,,CSP,CLP,CSP,STO,STO,CSP,CLP,CSP,CLP,BTO,CSP,CLP,CSP,CSP,CSP,CSP,CSP,CSP,,CLP,CSP,STO,CSP,,BTO,,,STO,,CSP,,
2021-10-09 23:00:00,CSP,CSP,STO,CSP,CSP,CLP,CSP,CSP,CSP,STO,CSP,STO,CSP,BTO,CSP,,STO,CLP,CSP,STO,STO,CLP,CLP,CSP,CLP,BTO,CSP,CLP,CSP,CSP,CSP,CSP,CSP,CSP,,CLP,CSP,STO,CSP,,BTO,,,STO,,CSP,,
2021-10-10 00:00:00,CSP,BTO,STO,CSP,CSP,CLP,CSP,CSP,CSP,CLP,CSP,STO,CSP,BTO,CSP,,CSP,CLP,CSP,STO,STO,CLP,CSP,CSP,CLP,BTO,CSP,CLP,CSP,CSP,CSP,CSP,CSP,CSP,,STO,CSP,STO,CSP,,BTO,,,STO,,CSP,,
2021-10-10 01:00:00,CSP,BTO,STO,CSP,CSP,CLP,CSP,CSP,CSP,CLP,CSP,STO,CSP,BTO,CSP,,CLP,CLP,CSP,STO,STO,CLP,CSP,CSP,CLP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CSP,CSP,,STO,CSP,STO,CSP,,CSP,,,CLP,,CSP,,
2021-10-10 02:00:00,CSP,CSP,STO,CSP,CSP,CLP,CLP,CSP,CSP,STO,CSP,STO,CSP,BTO,CSP,,CSP,CLP,CSP,STO,CLP,CLP,CLP,CSP,CLP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CSP,CSP,,STO,CSP,STO,CSP,,CSP,,,CLP,,CSP,,
2021-10-10 03:00:00,CSP,CSP,STO,CSP,CSP,STO,CSP,CSP,CSP,CLP,CLP,STO,CSP,BTO,CSP,,CSP,CLP,CSP,STO,CSP,CLP,CLP,CLP,CLP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CSP,CSP,,CLP,CSP,STO,CSP,,CSP,,,CLP,,CSP,,
2021-10-10 04:00:00,CSP,CSP,STO,CSP,CSP,STO,CLP,CSP,CSP,CLP,CLP,STO,CSP,BTO,CSP,,CSP,CLP,CSP,STO,CLP,STO,CLP,CLP,CLP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CSP,BTO,CLP,CLP,CSP,STO,CSP,,,CSP,,,,CSP,,
2021-10-10 05:00:00,CSP,CSP,STO,CSP,CSP,STO,CLP,CLP,CSP,CLP,CLP,STO,CSP,BTO,CSP,,CSP,CLP,CSP,STO,CLP,STO,CLP,CLP,CLP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CSP,BTO,CLP,STO,CSP,STO,CSP,,,CSP,,,,CSP,,
2021-10-10 06:00:00,CLP,CSP,STO,CSP,CSP,STO,CLP,STO,CSP,CLP,CLP,STO,CSP,BTO,CLP,,CSP,CLP,CSP,STO,STO,STO,CLP,CLP,CLP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CSP,BTO,CLP,CLP,CSP,STO,CSP,,,CSP,,,,CSP,,
2021-10-10 07:00:00,CSP,CSP,STO,CSP,CSP,STO,STO,CLP,CSP,CLP,STO,STO,CSP,BTO,CLP,,CSP,CLP,CSP,STO,CLP,STO,CLP,CLP,CLP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CSP,BTO,CLP,STO,CSP,STO,CSP,,,CSP,,,,CSP,,
2021-10-10 08:00:00,CSP,CSP,STO,CSP,CSP,STO,STO,CLP,CLP,CLP,CLP,STO,CSP,BTO,CLP,,CSP,CSP,CSP,STO,CLP,STO,CSP,CLP,CSP,BTO,CSP,CLP,CSP,CSP,CSP,CSP,CSP,BTO,STO,STO,CSP,STO,CSP,,,CSP,,,,CSP,,
2021-10-10 09:00:00,CSP,CSP,STO,CSP,CSP,STO,STO,CLP,CLP,CLP,CLP,STO,CSP,BTO,CSP,,CSP,CSP,CSP,STO,CLP,STO,CSP,CLP,CSP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CSP,BTO,STO,STO,CSP,STO,CSP,,,CSP,,,,CSP,,
2021-10-10 10:00:00,CSP,BTO,STO,CSP,CSP,STO,CLP,CLP,CLP,CLP,CLP,STO,CSP,BTO,CSP,,CSP,CLP,CSP,STO,CLP,STO,STO,CLP,CLP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CSP,BTO,CLP,STO,CSP,STO,CSP,,,CSP,,,,CSP,,
2021-10-10 11:00:00,CSP,CSP,STO,CSP,CSP,STO,CLP,CLP,CSP,CLP,CLP,STO,CSP,BTO,CSP,,CSP,CLP,CSP,STO,CLP,STO,CLP,CLP,CLP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CSP,BTO,CLP,STO,CSP,STO,CSP,,,CSP,,,,CSP,,
2021-10-10 12:00:00,CSP,CSP,STO,CSP,CSP,STO,CSP,CLP,CSP,CLP,CLP,STO,CSP,BTO,CSP,,CSP,CLP,CSP,STO,CLP,STO,CLP,CLP,CLP,CSP,CSP,STO,CSP,CSP,CSP,CSP,CSP,BTO,CLP,STO,CSP,STO,CSP,,,CSP,,,,CSP,,
2021-10-10 13:00:00,CSP,CSP,STO,CSP,CSP,STO,CLP,CLP,CSP,CLP,CSP,STO,CSP,BTO,CSP,,CSP,CLP,CSP,STO,STO,STO,CLP,CLP,CSP,CSP,CSP,STO,CSP,CSP,CSP,CSP,CSP,CSP,CLP,STO,CSP,STO,CSP,,,CSP,,,,CSP,,
2021-10-10 14:00:00,CSP,CSP,STO,CSP,CSP,STO,CSP,CLP,CSP,CSP,CLP,STO,CSP,BTO,CLP,,CSP,CLP,CSP,STO,CLP,STO,CLP,CLP,CLP,CSP,CSP,STO,CSP,CSP,CSP,CSP,CSP,CSP,CLP,STO,CSP,STO,CSP,,,CSP,,,,CSP,,
2021-10-10 15:00:00,CSP,CSP,STO,CSP,CSP,STO,CSP,STO,CSP,CSP,CSP,STO,BTO,BTO,CSP,,CSP,CLP,CSP,STO,CLP,STO,CLP,CLP,CLP,CSP,CSP,STO,CSP,CSP,CSP,CSP,CSP,CSP,STO,STO,CSP,CLP,CSP,,,CSP,,,,CSP,,
2021-10-10 16:00:00,CSP,CSP,STO,CSP,CSP,STO,CSP,STO,CSP,CSP,CSP,STO,BTO,BTO,CSP,,CSP,CLP,CSP,STO,CLP,STO,CLP,CLP,CLP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CSP,CSP,STO,STO,CSP,CLP,CSP,,,CSP,,,,CSP,,
2021-10-10 17:00:00,CSP,CSP,STO,CSP,CSP,STO,CSP,STO,CSP,CSP,CSP,STO,BTO,BTO,CSP,,CSP,CLP,CSP,STO,STO,STO,CLP,STO,CLP,CSP,CSP,STO,CSP,CSP,CSP,CSP,CSP,CSP,STO,STO,CSP,CLP,CSP,,,CSP,,,,CSP,,
2021-10-10 18:00:00,CSP,CSP,STO,CSP,CSP,CLP,CSP,CLP,CSP,CSP,CSP,STO,BTO,BTO,CSP,,CSP,CLP,CSP,STO,CLP,STO,CSP,STO,CLP,CSP,CSP,STO,CSP,CSP,CSP,CSP,CSP,CSP,STO,STO,CSP,STO,CSP,,,CSP,,,,CSP,,
2021-10-10 19:00:00,CSP,CSP,STO,CSP,CSP,CLP,CSP,CLP,CSP,CSP,CLP,STO,BTO,BTO,CSP,,CSP,CLP,CSP,STO,CLP,STO,CSP,STO,CLP,BTO,CSP,CLP,CSP,CSP,CSP,CSP,CSP,CSP,STO,STO,CSP,STO,CSP,,,CSP,,,,CSP,,
2021-10-10 20:00:00,CSP,CSP,STO,CSP,CSP,CLP,CSP,CLP,CSP,CSP,CLP,STO,BTO,BTO,CSP,,CSP,CSP,CSP,STO,STO,STO,STO,STO,CSP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CSP,CSP,STO,STO,CSP,STO,CSP,,,CSP,,,,CSP,,
2021-10-10 21:00:00,CSP,CSP,STO,CSP,CSP,CLP,CSP,CLP,CSP,CSP,CLP,STO,BTO,BTO,CSP,,CSP,CSP,CSP,STO,STO,STO,STO,STO,CLP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CSP,CSP,CLP,STO,CSP,STO,CSP,,,CSP,,,,CSP,,
2021-10-10 22:00:00,CSP,CSP,STO,CSP,CSP,CLP,CSP,STO,CSP,CSP,CLP,STO,BTO,BTO,CSP,,CSP,CSP,CSP,STO,STO,STO,CLP,STO,CLP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CSP,CSP,CLP,STO,CSP,STO,CSP,,,CSP,,,,CSP,,
2021-10-10 23:00:00,CSP,CSP,STO,CSP,CSP,CLP,CSP,STO,CSP,CSP,CLP,STO,BTO,BTO,CLP,,CSP,CSP,CSP,CLP,STO,STO,STO,STO,CLP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CSP,CSP,CLP,STO,CSP,STO,CSP,,,CSP,,,,CSP,,
2021-10-11 00:00:00,CSP,CSP,STO,CSP,CSP,CLP,CLP,STO,CSP,CSP,STO,STO,BTO,BTO,CLP,,CSP,CSP,CSP,STO,STO,STO,CLP,STO,CSP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CSP,CSP,STO,STO,CSP,CLP,CSP,,,CSP,,,,CSP,,
2021-10-11 01:00:00,CSP,CSP,STO,CSP,CSP,STO,CLP,STO,CSP,CSP,STO,STO,BTO,BTO,CSP,,CSP,CSP,CSP,STO,STO,STO,CLP,STO,CLP,CSP,CSP,CLP,CSP,CLP,CSP,CSP,CSP,CSP,STO,STO,CSP,STO,CSP,,,CSP,,,,CSP,,
2021-10-11 02:00:00,CSP,CSP,STO,CSP,CSP,STO,STO,STO,CSP,CSP,STO,STO,BTO,BTO,CSP,,CSP,CSP,CSP,CLP,STO,STO,STO,STO,CSP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CSP,CSP,STO,STO,CSP,STO,CSP,,,CSP,,,,CSP,,
2021-10-11 03:00:00,CSP,CSP,STO,CSP,CSP,CLP,STO,STO,CSP,CSP,STO,STO,BTO,BTO,CSP,,CSP,CSP,CSP,CLP,STO,STO,CLP,STO,CSP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CSP,CSP,STO,STO,CSP,STO,CSP,,,CSP,,,,CSP,,
2021-10-11 04:00:00,CSP,CSP,STO,CSP,CSP,STO,STO,STO,CSP,CSP,STO,STO,BTO,BTO,CSP,BTO,CSP,CSP,CSP,CLP,STO,STO,STO,STO,CLP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CLP,CSP,,STO,CSP,STO,CSP,,CSP,CSP,,,,,,
2021-10-11 05:00:00,CLP,CSP,STO,CSP,CSP,STO,STO,STO,CLP,CSP,CLP,STO,BTO,BTO,CSP,BTO,CSP,CSP,CSP,STO,STO,STO,STO,STO,CLP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CSP,CSP,,STO,BTO,STO,CSP,,CSP,CSP,,,,,,
2021-10-11 06:00:00,CSP,CSP,STO,CSP,CSP,CLP,STO,STO,CLP,CSP,STO,STO,BTO,BTO,CSP,BTO,CSP,CSP,CSP,STO,STO,STO,STO,STO,CLP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CLP,CSP,,STO,CSP,STO,CSP,,CSP,CSP,,,,,,
2021-10-11 07:00:00,CLP,CSP,STO,CSP,CSP,CLP,STO,STO,CLP,CSP,STO,STO,BTO,BTO,CSP,BTO,CSP,CSP,CSP,CLP,STO,STO,STO,STO,CSP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CLP,CSP,,STO,BTO,STO,CSP,,CSP,CSP,,,,,,
2021-10-11 08:00:00,CLP,CSP,STO,CSP,CSP,CLP,STO,STO,CLP,CSP,STO,STO,BTO,BTO,CSP,BTO,CSP,CSP,CSP,CLP,STO,STO,STO,STO,CSP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CLP,CSP,,STO,CSP,STO,CSP,,CSP,CSP,,,,,,
2021-10-11 09:00:00,CLP,CSP,STO,CSP,CSP,CLP,STO,STO,CSP,CSP,CLP,STO,BTO,BTO,CSP,BTO,CLP,CSP,CSP,STO,STO,STO,STO,STO,CSP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CLP,CSP,,STO,BTO,STO,CSP,,CLP,CSP,,,,,,
2021-10-11 10:00:00,CSP,CSP,STO,CSP,CSP,STO,STO,STO,CSP,CLP,STO,STO,BTO,BTO,CLP,BTO,CSP,CSP,CSP,STO,STO,STO,STO,STO,CSP,CSP,BTO,CLP,CSP,CSP,CSP,CSP,STO,CSP,,STO,CSP,STO,CSP,,CSP,CSP,,,,,,
2021-10-11 11:00:00,CLP,CSP,STO,CSP,CSP,STO,STO,STO,CSP,CLP,STO,STO,BTO,BTO,CLP,BTO,STO,CSP,CSP,STO,STO,STO,STO,STO,CSP,CSP,BTO,CLP,CSP,CSP,CSP,CSP,STO,CSP,,STO,CSP,STO,CSP,,CSP,CSP,,,,,,
2021-10-11 12:00:00,STO,CSP,STO,CSP,CSP,STO,STO,STO,CSP,CLP,STO,STO,BTO,BTO,CLP,BTO,CLP,CSP,CSP,STO,STO,STO,STO,STO,CSP,CSP,BTO,CLP,CSP,CSP,CSP,CSP,STO,CSP,,STO,CSP,STO,CSP,,STO,CSP,,,,,,
2021-10-11 13:00:00,STO,CSP,STO,CSP,CSP,STO,STO,STO,CSP,CSP,STO,STO,BTO,BTO,STO,BTO,CLP,CSP,CSP,STO,STO,STO,STO,STO,CSP,CSP,BTO,CLP,CSP,CSP,CSP,CSP,STO,CSP,,STO,CSP,STO,CSP,,STO,CSP,,,,,,
2021-10-11 14:00:00,STO,CSP,STO,CSP,CSP,STO,STO,STO,CSP,CSP,STO,STO,BTO,BTO,STO,CSP,CSP,CSP,CSP,STO,STO,STO,CLP,STO,CSP,CSP,BTO,CLP,CSP,CSP,CSP,CSP,STO,CSP,,STO,CSP,STO,CSP,,STO,CSP,,,,,,
2021-10-11 15:00:00,STO,CSP,STO,CSP,CSP,STO,STO,STO,CLP,CSP,CLP,STO,BTO,BTO,CLP,CSP,CSP,CSP,CSP,STO,STO,STO,CLP,STO,CSP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,STO,CSP,,STO,CSP,STO,CSP,,STO,CSP,,,,,,
2021-10-11 16:00:00,STO,CSP,STO,CSP,CSP,STO,STO,STO,CLP,CSP,CLP,CLP,BTO,BTO,CLP,BTO,CSP,CSP,CSP,CSP,STO,STO,CSP,STO,CSP,CSP,CSP,STO,CSP,CSP,CSP,CSP,STO,CSP,,CLP,CSP,STO,CSP,,STO,CSP,,,,,,
2021-10-11 17:00:00,STO,CSP,STO,CSP,CSP,STO,STO,STO,CLP,CSP,STO,CLP,BTO,BTO,CLP,BTO,CSP,CSP,CSP,CLP,CLP,STO,CSP,STO,CSP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,STO,CSP,,CLP,CSP,STO,CSP,,CLP,CSP,,,,,,
2021-10-11 18:00:00,STO,CSP,STO,CSP,CSP,STO,STO,STO,CLP,CSP,STO,STO,BTO,BTO,CLP,CSP,CSP,CLP,CSP,CLP,CLP,STO,CSP,STO,CSP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,STO,CSP,,CLP,CSP,STO,CSP,,STO,CSP,,,,,,
2021-10-11 19:00:00,STO,CSP,STO,CSP,CSP,STO,STO,STO,CSP,CSP,STO,CLP,BTO,BTO,CLP,CSP,CSP,CLP,CSP,CSP,CLP,STO,CSP,STO,CSP,CSP,CSP,STO,CSP,CSP,CSP,CSP,STO,CSP,,CSP,CSP,STO,CSP,,CLP,CSP,,,,,,
2021-10-11 20:00:00,STO,CSP,STO,CSP,CSP,STO,CLP,STO,CSP,CSP,STO,CLP,CSP,BTO,CSP,CSP,CSP,CLP,STO,CSP,CLP,STO,CLP,STO,CSP,CSP,CSP,STO,CSP,CSP,CSP,CSP,CLP,CSP,,CSP,CSP,STO,CSP,,STO,CSP,,,,,,
2021-10-11 21:00:00,STO,CSP,STO,CSP,CSP,CLP,CLP,STO,CSP,CSP,STO,CLP,CSP,BTO,CSP,CSP,CSP,CLP,STO,CSP,CLP,CLP,CSP,STO,CSP,CSP,CSP,STO,CSP,CSP,CSP,CSP,CSP,CSP,,CSP,CSP,CLP,CSP,,STO,CSP,,,,,,
2021-10-11 22:00:00,STO,CSP,CLP,CSP,CSP,CSP,CSP,STO,CSP,CSP,STO,CLP,CSP,BTO,CSP,CSP,CSP,CLP,STO,CSP,CSP,CLP,CSP,STO,CSP,BTO,CSP,STO,CSP,BTO,CSP,CSP,CLP,CSP,,CSP,CSP,STO,CSP,,STO,CSP,,,,,,
2021-10-11 23:00:00,STO,CSP,STO,CSP,CSP,CSP,CLP,STO,CSP,CSP,CLP,CLP,CSP,BTO,CSP,CSP,CSP,CLP,STO,CSP,CSP,STO,CSP,STO,CSP,CSP,CSP,STO,CSP,BTO,CSP,CSP,STO,CSP,,CSP,CSP,STO,CSP,,CSP,CSP,,,,,,
