,BTC,BNB,XRP,SOL,DOGE,LINK,UNI,LTC,BCH,MATIC,FTT,TRX,AXS,SHIB,AAVE,OKB,GRT,FTM,CEL,MKR,COMP,SUSHI,SNX,HT,CHZ,OMG,ENJ,YFI,SRM,BAT,CRV,REN,AUDIO,BNT,ZRX,DYDX,RAY,PERP,SAND,C98,CRO,HNT,LEO,MANA,WAVES,SKL,SPELL,1INCH
2021-10-02 06:00:00,STO,CSP,CSP,CSP,CSP,CSP,CSP,CLP,CLP,CSP,CSP,CSP,STO,CSP,CSP,STO,CSP,BTO,STO,CSP,BTO,CSP,BTO,CLP,CSP,CSP,CSP,CSP,CSP,,CSP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CSP,CLP,CLP,,,,,,,
2021-10-02 07:00:00,CLP,CSP,CSP,CSP,CSP,CSP,CSP,CLP,CLP,CSP,CSP,CSP,CLP,CSP,CSP,STO,CSP,BTO,STO,CSP,BTO,CSP,BTO,CLP,CSP,CLP,CSP,CSP,CSP,,CSP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CSP,CSP,CLP,,,,,,,
2021-10-02 08:00:00,CLP,CLP,CSP,CSP,CSP,CSP,CSP,CLP,CLP,CSP,CSP,CSP,CLP,CSP,CSP,STO,CSP,BTO,STO,CSP,BTO,CSP,BTO,CSP,STO,CSP,CSP,CSP,CSP,,CSP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CSP,CSP,CLP,,,,,,,
2021-10-02 09:00:00,CLP,CLP,CSP,CSP,CSP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CLP,CSP,CSP,STO,CSP,BTO,STO,CSP,CSP,CSP,BTO,CLP,CLP,CLP,CSP,CSP,CSP,,CSP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CSP,STO,CLP,,,,,,,
2021-10-02 10:00:00,CSP,CLP,CSP,CSP,CSP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,STO,BTO,CSP,STO,CSP,BTO,STO,CSP,CSP,CSP,BTO,CLP,CSP,CLP,CSP,CSP,CSP,,CSP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CSP,STO,CSP,,,,,,,
2021-10-02 11:00:00,CSP,CLP,CSP,CSP,CSP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,STO,BTO,CSP,STO,CSP,BTO,STO,CSP,CSP,CSP,BTO,CLP,CSP,CLP,CSP,CSP,CSP,,CSP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CSP,STO,CSP,,,,,,,
2021-10-02 12:00:00,CSP,CLP,BTO,CSP,CSP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,STO,BTO,CSP,STO,CSP,BTO,STO,CSP,BTO,CSP,BTO,CLP,CSP,STO,CSP,CSP,CSP,,CSP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CSP,CLP,CLP,,,,,,,
2021-10-02 13:00:00,CSP,CLP,CSP,CSP,CSP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,STO,CSP,CSP,STO,CSP,BTO,STO,CSP,BTO,CSP,BTO,CLP,CSP,STO,CSP,CSP,CSP,,CSP,CSP,CSP,STO,CSP,CSP,CSP,CSP,CSP,STO,CLP,,,,,,,
2021-10-02 14:00:00,CSP,CLP,CSP,CSP,CSP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,STO,BTO,CSP,CLP,CSP,CSP,STO,CSP,CSP,CSP,BTO,CLP,CSP,STO,CSP,CSP,CSP,,CSP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CSP,STO,CLP,,,,,,,
2021-10-02 15:00:00,CSP,CSP,BTO,CSP,CSP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,STO,BTO,CSP,CLP,CSP,CSP,STO,CSP,CSP,CSP,BTO,CLP,CSP,STO,CSP,CSP,CSP,,CSP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CSP,STO,CLP,,,,,,,
2021-10-02 16:00:00,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CLP,BTO,CSP,CLP,CSP,CSP,STO,CSP,CSP,CSP,BTO,CSP,CSP,STO,CSP,CSP,CSP,,CSP,CSP,CSP,STO,CSP,CSP,CSP,CSP,CSP,STO,CLP,,,,,,,
2021-10-02 17:00:00,CSP,CSP,CSP,CLP,CSP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CLP,BTO,CSP,CLP,CSP,CSP,STO,CSP,CSP,CSP,BTO,CSP,CSP,STO,CSP,BTO,CSP,,BTO,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CSP,STO,CSP,,,,,,,
2021-10-02 18:00:00,CSP,CSP,CSP,CLP,CSP,CSP,CSP,CLP,CSP,CLP,CSP,CSP,CLP,BTO,CSP,CSP,CSP,CSP,STO,CSP,CSP,CSP,BTO,CSP,CSP,STO,CSP,BTO,CSP,,BTO,CSP,CLP,CLP,CSP,CSP,CSP,CSP,CSP,STO,CSP,,,,,,,
2021-10-02 19:00:00,CSP,CSP,CSP,STO,CSP,CSP,CSP,CSP,CSP,CLP,CSP,CSP,CLP,BTO,CSP,CLP,CSP,CSP,STO,CSP,CSP,CSP,BTO,CSP,CSP,STO,CSP,BTO,CSP,,BTO,CSP,CLP,CLP,CSP,CSP,CSP,CSP,CSP,STO,CLP,,,,,,,
2021-10-02 20:00:00,CSP,CSP,CSP,STO,CSP,CSP,CSP,CSP,CSP,STO,CSP,CSP,CLP,BTO,CSP,CLP,CSP,CSP,STO,CSP,CSP,CSP,BTO,CSP,CSP,STO,CSP,BTO,CSP,,BTO,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CSP,STO,CSP,,,,,,,
2021-10-02 21:00:00,CSP,CSP,CSP,STO,CSP,CSP,CSP,CSP,CSP,STO,CSP,CSP,CLP,CSP,CSP,CLP,CSP,CSP,CLP,CSP,CSP,CSP,BTO,CSP,CSP,STO,CSP,BTO,CSP,,BTO,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CSP,STO,CSP,,,,,,,
2021-10-02 22:00:00,CSP,CLP,CSP,STO,CSP,CSP,CSP,CSP,CSP,STO,CSP,CSP,CSP,CSP,CSP,CLP,CSP,CSP,CLP,CSP,CSP,CSP,BTO,CSP,CSP,STO,CSP,BTO,CSP,,BTO,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CSP,STO,CSP,,,,,,,
2021-10-02 23:00:00,CSP,CSP,CLP,STO,CSP,CSP,CSP,CLP,CSP,STO,CSP,CSP,CSP,CSP,CSP,CLP,CSP,CSP,CLP,CSP,CSP,CSP,BTO,CSP,CSP,STO,CSP,BTO,CSP,,BTO,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CSP,CLP,CSP,,,,,,,
2021-10-03 00:00:00,CSP,CSP,CLP,STO,CSP,CSP,CSP,CLP,CSP,STO,CSP,CSP,CSP,CSP,CSP,CLP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CSP,CSP,STO,CSP,BTO,CSP,,BTO,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CSP,STO,CSP,,,,,,,
2021-10-03 01:00:00,CSP,CSP,CSP,STO,CSP,CSP,CSP,CSP,CLP,STO,CSP,CSP,CSP,CSP,CSP,CLP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CLP,CSP,STO,CSP,BTO,CSP,,BTO,CSP,CSP,STO,CSP,CSP,CSP,CSP,CSP,STO,CSP,,,,,,,
2021-10-03 02:00:00,CSP,CSP,CSP,STO,CSP,CSP,CSP,CSP,CSP,STO,CSP,CSP,CSP,CSP,CSP,CLP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CSP,CSP,STO,CSP,BTO,STO,,BTO,CSP,CSP,STO,CSP,CSP,CSP,CSP,CLP,STO,CSP,,,,,,,
2021-10-03 03:00:00,CSP,CSP,CSP,STO,CSP,CSP,CSP,CSP,CSP,STO,CSP,CSP,CSP,CSP,CSP,CLP,CSP,CSP,CLP,CSP,CSP,CSP,BTO,CSP,CSP,STO,CSP,BTO,CLP,,BTO,CSP,CSP,STO,CSP,CSP,CLP,CSP,CLP,STO,CLP,,,,,,,
2021-10-03 04:00:00,CSP,CSP,CLP,CLP,CSP,CSP,CSP,CSP,CSP,STO,CSP,CSP,CLP,CSP,CSP,,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CSP,CSP,STO,CSP,BTO,CLP,CLP,BTO,CSP,CSP,STO,CSP,CSP,CLP,CSP,,,CSP,CSP,,,CSP,,,
2021-10-03 05:00:00,CSP,CSP,CSP,CLP,CSP,BTO,CSP,CSP,CSP,STO,CSP,CSP,CLP,CSP,CSP,,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CSP,CSP,STO,CSP,BTO,STO,CLP,BTO,CSP,CSP,STO,CSP,CSP,CLP,CSP,,,CSP,CSP,,,CSP,,,
2021-10-03 06:00:00,CSP,CSP,CSP,CLP,CSP,BTO,CSP,CSP,CSP,STO,CSP,CSP,CLP,CSP,CSP,,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CSP,CLP,STO,CLP,BTO,STO,CLP,BTO,CSP,CSP,STO,CSP,CSP,CLP,CSP,,,CLP,CSP,,,CSP,,,
2021-10-03 07:00:00,CSP,CSP,CSP,CLP,CSP,BTO,CSP,CSP,CSP,STO,CSP,CSP,CLP,CSP,CSP,,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CSP,CLP,STO,CLP,BTO,CLP,CLP,BTO,CSP,CSP,STO,CSP,CSP,CLP,CSP,,,CSP,CSP,,,CSP,,,
2021-10-03 08:00:00,CSP,CSP,CSP,STO,CSP,BTO,CSP,CSP,CSP,STO,CSP,CSP,CSP,CSP,CSP,,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CSP,CLP,STO,CSP,BTO,CLP,CLP,BTO,CSP,CSP,STO,CSP,CSP,CLP,CSP,,,CLP,CSP,,,CSP,,,
2021-10-03 09:00:00,CSP,CSP,CSP,STO,CSP,BTO,CSP,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CSP,,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CLP,CLP,STO,CSP,BTO,CLP,STO,BTO,BTO,CSP,CLP,CSP,CSP,CLP,CSP,,,CLP,CSP,,,CSP,,,
2021-10-03 10:00:00,CSP,CSP,CSP,STO,CSP,BTO,CSP,CSP,CSP,CLP,CSP,CSP,CLP,CSP,CSP,,CSP,CSP,CLP,CSP,BTO,CSP,CSP,CSP,CLP,STO,CSP,BTO,CLP,STO,BTO,CSP,CSP,CLP,CSP,CSP,CLP,CSP,,,CLP,CSP,,,CSP,,,
2021-10-03 11:00:00,CSP,CSP,CSP,STO,CSP,BTO,CSP,CSP,CSP,CLP,CSP,CSP,CLP,CLP,CSP,,CSP,CSP,CLP,CSP,BTO,CSP,CSP,CLP,CLP,STO,CSP,BTO,CLP,STO,CSP,BTO,CSP,CLP,CLP,CSP,CLP,CSP,,,CLP,CSP,,,CSP,,,
2021-10-03 12:00:00,CSP,CSP,CSP,CLP,CSP,BTO,CSP,CSP,CSP,STO,CSP,CSP,CLP,CSP,CSP,,CSP,CSP,CLP,CSP,BTO,CSP,CSP,CLP,CLP,STO,CSP,BTO,CLP,STO,CSP,CSP,STO,CLP,STO,CSP,CSP,CSP,,,CLP,CSP,,,CSP,,,
2021-10-03 13:00:00,CSP,CSP,CSP,CLP,CSP,BTO,CSP,CSP,STO,STO,CSP,CSP,CLP,CSP,CSP,,CSP,CSP,CSP,CSP,BTO,CSP,CSP,CLP,CLP,STO,CSP,BTO,CSP,STO,CSP,BTO,CLP,CLP,STO,CSP,CSP,CSP,,,STO,CSP,,,CSP,,,
2021-10-03 14:00:00,CSP,CSP,CLP,STO,CSP,CSP,CSP,CSP,STO,STO,CSP,CSP,CSP,CSP,CSP,,CSP,CSP,CLP,CSP,BTO,CSP,CSP,CSP,CLP,STO,CSP,BTO,CSP,STO,BTO,BTO,STO,CLP,CLP,CSP,CSP,CSP,,,STO,CSP,,,CSP,,,
2021-10-03 15:00:00,CSP,CSP,STO,STO,CSP,CSP,CSP,CSP,STO,STO,CSP,CLP,CSP,CSP,CSP,,CSP,CSP,CLP,CSP,BTO,CSP,CSP,CLP,CLP,STO,CSP,BTO,CSP,STO,CSP,BTO,CLP,CLP,CLP,CSP,CSP,CSP,,,CLP,CSP,,,CSP,,,
2021-10-03 16:00:00,CSP,CSP,STO,STO,CSP,BTO,CSP,CSP,CLP,STO,CLP,CSP,CSP,CSP,CSP,,CSP,CSP,CLP,CSP,CSP,CSP,CSP,CSP,CLP,STO,CSP,BTO,CSP,STO,CSP,BTO,CLP,CLP,CSP,CSP,CSP,CSP,,,CLP,CSP,,,CSP,,,
2021-10-03 17:00:00,CSP,CSP,CLP,CLP,CSP,BTO,CSP,CSP,CLP,CLP,CLP,CSP,CLP,CSP,CSP,,CSP,CSP,CLP,CSP,CSP,BTO,CSP,CLP,CLP,STO,CSP,BTO,CSP,STO,CSP,BTO,CSP,CLP,CSP,CSP,CSP,CSP,,,CLP,CLP,,,CSP,,,
2021-10-03 18:00:00,CSP,CSP,CLP,CLP,CSP,BTO,BTO,CSP,CLP,CLP,CLP,CSP,STO,CLP,CSP,,CSP,CSP,CSP,CSP,BTO,BTO,CLP,CLP,CLP,STO,CSP,BTO,CSP,STO,CSP,BTO,CSP,CSP,CSP,CSP,CLP,CSP,,,CLP,CLP,,,CSP,,,
2021-10-03 19:00:00,CSP,CSP,CLP,STO,CSP,CSP,BTO,CSP,CLP,STO,CLP,CSP,STO,STO,CSP,,CSP,CSP,CLP,CSP,BTO,BTO,CSP,CSP,CLP,CLP,CSP,BTO,CSP,STO,CSP,BTO,CSP,CSP,CSP,CSP,CLP,CSP,,,CLP,CLP,,,CSP,,,
2021-10-03 20:00:00,CSP,CSP,CLP,CLP,CSP,CSP,BTO,CSP,CLP,CLP,CLP,CSP,STO,CLP,BTO,,CSP,CSP,CSP,CSP,BTO,BTO,CSP,CLP,CLP,CLP,CSP,BTO,CLP,STO,CSP,BTO,CSP,CSP,CSP,CSP,STO,CSP,,,CLP,CLP,,,CSP,,,
2021-10-03 21:00:00,CSP,CSP,CLP,CLP,CSP,CSP,BTO,CSP,CLP,CLP,CLP,CSP,CLP,CLP,BTO,,BTO,CSP,CSP,CSP,CSP,BTO,CSP,CLP,CLP,CLP,CSP,BTO,CLP,STO,CSP,BTO,CSP,CSP,CSP,CSP,STO,CSP,,,CLP,CLP,,,CSP,,,
2021-10-03 22:00:00,CSP,CSP,CSP,CLP,CSP,CSP,BTO,CSP,CLP,CLP,CSP,CSP,STO,CLP,CSP,,BTO,BTO,CSP,CSP,CSP,BTO,CSP,CLP,CSP,CLP,CSP,BTO,CLP,STO,CSP,BTO,CSP,CSP,CSP,CSP,STO,CSP,,,STO,CLP,,,CSP,,,
2021-10-03 23:00:00,CSP,CSP,CSP,CLP,CSP,CSP,BTO,CSP,STO,CLP,CSP,CSP,STO,CLP,CSP,,BTO,CSP,CSP,CSP,CSP,BTO,CSP,CLP,CSP,CLP,CSP,BTO,CSP,STO,CSP,BTO,CSP,CSP,CSP,CSP,STO,CSP,,,STO,CLP,,,CSP,,,
2021-10-04 00:00:00,CSP,CSP,CSP,CSP,CSP,CSP,BTO,CSP,STO,CSP,CSP,CSP,STO,CLP,BTO,,BTO,BTO,CSP,CSP,CSP,BTO,CSP,CLP,CSP,STO,CSP,BTO,CSP,STO,CSP,CSP,CSP,CSP,CSP,CSP,STO,CSP,,,CLP,CLP,,,CSP,,,
2021-10-04 01:00:00,CSP,CSP,CSP,CLP,CSP,CSP,BTO,CSP,CLP,CLP,CSP,CSP,STO,CLP,BTO,,BTO,BTO,CSP,CSP,CSP,BTO,CSP,CLP,CSP,CLP,CLP,BTO,CLP,STO,CSP,CSP,CSP,CSP,CSP,CSP,STO,CSP,,,CLP,CSP,,,CSP,,,
2021-10-04 02:00:00,CSP,CSP,CSP,CSP,CSP,CSP,BTO,CSP,CLP,CSP,CSP,CSP,STO,STO,BTO,,BTO,BTO,CSP,CSP,CSP,BTO,CSP,CLP,CSP,CLP,STO,BTO,CSP,STO,CSP,CSP,CSP,CSP,CSP,CSP,STO,CSP,,,CLP,CSP,,,CSP,,,
2021-10-04 03:00:00,CSP,CSP,CSP,CSP,CLP,CSP,BTO,CSP,CLP,CSP,CSP,CSP,STO,STO,BTO,,CSP,BTO,CSP,CSP,CSP,BTO,CSP,CLP,CSP,CLP,STO,BTO,CSP,STO,CSP,CSP,CSP,CSP,CSP,CSP,CLP,CSP,,,CLP,CSP,,,CSP,,,
2021-10-04 04:00:00,CSP,CSP,CSP,CSP,CLP,CSP,BTO,CSP,CLP,CSP,CSP,CSP,STO,STO,BTO,,CLP,BTO,CSP,CSP,CSP,BTO,CSP,CLP,CSP,CLP,STO,BTO,CSP,,CSP,CSP,CSP,CSP,,CSP,CLP,CSP,STO,,CSP,CSP,,CSP,CSP,,,
2021-10-04 05:00:00,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CLP,CSP,CSP,CSP,STO,CLP,BTO,,CLP,BTO,CSP,CSP,CSP,BTO,CSP,CLP,CSP,CLP,CLP,BTO,CSP,,CSP,CSP,CSP,CSP,,CSP,CLP,CSP,STO,,CLP,CSP,,CSP,CSP,,,
2021-10-04 06:00:00,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,CSP,STO,CLP,BTO,,CLP,BTO,CSP,CSP,CSP,BTO,CSP,CLP,CSP,CLP,CLP,BTO,CSP,,CSP,CSP,CSP,CSP,,CSP,CLP,CSP,CLP,,CLP,CSP,,CSP,CSP,,,
2021-10-04 07:00:00,CSP,CSP,CSP,CSP,CSP,BTO,BTO,CSP,CSP,CSP,CSP,CSP,STO,CLP,BTO,,CSP,BTO,CSP,CSP,CSP,BTO,CSP,CLP,CSP,CLP,STO,BTO,CSP,,CSP,CSP,CSP,CSP,,CSP,CLP,CSP,CLP,,CSP,CSP,,CSP,CSP,,,
2021-10-04 08:00:00,CSP,CSP,CSP,CSP,CSP,BTO,BTO,CSP,CSP,CSP,CSP,CSP,STO,CLP,BTO,,CSP,BTO,CSP,CSP,CSP,BTO,CSP,CLP,CSP,CLP,STO,BTO,CSP,,CSP,CSP,CSP,CSP,,CSP,CLP,CSP,STO,,CSP,CSP,,CSP,CSP,,,
2021-10-04 09:00:00,CSP,CSP,CSP,CSP,CSP,BTO,BTO,CSP,CSP,CSP,CSP,CSP,STO,CLP,BTO,,CSP,BTO,CSP,CSP,CSP,BTO,CSP,CLP,CSP,CLP,STO,BTO,CSP,,CSP,CSP,CSP,CSP,,CSP,CSP,CSP,STO,,CSP,CSP,,CLP,CSP,,,
2021-10-04 10:00:00,CSP,CSP,CSP,CSP,CSP,BTO,CSP,CSP,CSP,CSP,CSP,CSP,STO,CLP,BTO,,CSP,BTO,CSP,CSP,CSP,BTO,BTO,CSP,CSP,STO,STO,BTO,CSP,,CSP,CSP,BTO,CSP,,CSP,CSP,CSP,STO,,CSP,CSP,,CLP,CSP,,,
2021-10-04 11:00:00,CSP,CSP,CSP,CSP,BTO,BTO,CSP,CSP,CSP,CSP,CSP,CSP,STO,CLP,BTO,,CSP,BTO,CSP,CSP,BTO,BTO,CSP,CLP,CSP,STO,STO,BTO,CSP,,CSP,CSP,BTO,CSP,,CSP,CSP,CSP,CLP,,CSP,CSP,,CLP,CSP,,,
2021-10-04 12:00:00,CSP,CSP,BTO,CSP,BTO,BTO,BTO,CSP,CSP,CSP,CSP,CSP,STO,CLP,BTO,,CSP,BTO,CSP,CSP,BTO,BTO,CSP,CLP,CSP,STO,STO,BTO,CSP,,CSP,CSP,BTO,CSP,,CSP,CSP,CSP,CLP,,CSP,CSP,,CLP,CSP,,,
2021-10-04 13:00:00,CSP,CSP,CSP,CSP,CSP,BTO,CSP,CSP,CSP,CSP,CSP,CSP,STO,STO,BTO,,CSP,BTO,CSP,CSP,BTO,BTO,CSP,CLP,CSP,STO,STO,BTO,CSP,,CSP,CSP,BTO,CSP,,CSP,CSP,CSP,CLP,,CSP,CSP,,CLP,CLP,,,
2021-10-04 14:00:00,CSP,CSP,BTO,CSP,CSP,BTO,BTO,CSP,CSP,CSP,CSP,CSP,STO,STO,BTO,,CSP,BTO,CSP,CSP,BTO,BTO,CSP,CLP,CSP,CLP,STO,BTO,CSP,,CSP,CSP,CSP,CSP,,CSP,CSP,CSP,STO,,CSP,CSP,,STO,CLP,,,
2021-10-04 15:00:00,CSP,CSP,CSP,CSP,CLP,BTO,BTO,CSP,CSP,CSP,CSP,CSP,STO,STO,BTO,,CSP,BTO,CSP,CSP,BTO,BTO,CSP,CLP,CSP,CLP,STO,BTO,CSP,,CSP,CSP,CSP,CSP,,CSP,CSP,CSP,CLP,,CSP,CSP,,CLP,CSP,,,
2021-10-04 16:00:00,CSP,CSP,CSP,CSP,CSP,BTO,CSP,BTO,CSP,CSP,CSP,CSP,STO,STO,BTO,,CLP,BTO,CSP,CSP,BTO,BTO,CSP,CLP,CSP,CLP,CLP,BTO,CSP,,CSP,CSP,CSP,CSP,,CSP,CSP,CSP,CLP,,CSP,CSP,,CLP,CSP,,,
2021-10-04 17:00:00,CSP,CSP,CSP,CSP,CSP,BTO,BTO,BTO,CSP,CSP,CSP,CSP,STO,STO,BTO,,CSP,BTO,CSP,CSP,BTO,BTO,CSP,CLP,CSP,CLP,CLP,BTO,CSP,,CSP,CSP,CSP,CSP,,CSP,CSP,CSP,CLP,,CSP,CSP,,CLP,CLP,,,
2021-10-04 18:00:00,CSP,CSP,CSP,CSP,CLP,BTO,CSP,CSP,CSP,CSP,CSP,CSP,STO,STO,BTO,,CSP,BTO,CSP,CSP,BTO,BTO,BTO,CLP,CSP,CLP,CLP,BTO,CSP,,CSP,CSP,CSP,CSP,,CSP,CSP,CSP,CLP,,CSP,CSP,,CLP,CLP,,,
2021-10-04 19:00:00,CSP,CSP,CSP,CLP,STO,BTO,BTO,CSP,CSP,CSP,CSP,CSP,STO,STO,BTO,,CSP,BTO,CSP,CSP,BTO,BTO,BTO,CLP,CSP,CLP,CLP,BTO,CSP,,CSP,CSP,CSP,CSP,,BTO,CSP,CSP,CSP,,CSP,CSP,,CLP,CLP,,,
2021-10-04 20:00:00,CSP,CSP,CSP,CSP,CLP,BTO,BTO,CSP,CSP,CSP,CSP,CSP,STO,STO,BTO,,CSP,BTO,CSP,CSP,BTO,BTO,BTO,CLP,CSP,CSP,CLP,BTO,CSP,,CSP,CSP,CSP,CSP,,BTO,CSP,CSP,CSP,,CSP,CSP,,CLP,CLP,,,
2021-10-04 21:00:00,CSP,CSP,CSP,CSP,STO,BTO,BTO,CSP,CSP,CSP,CSP,CSP,CLP,STO,BTO,,CSP,BTO,CSP,CSP,BTO,BTO,BTO,CLP,CSP,CSP,CLP,BTO,CSP,,CSP,CSP,CSP,CSP,,BTO,CSP,CSP,CSP,,CSP,CSP,,CLP,CLP,,,
2021-10-04 22:00:00,CSP,CSP,CSP,CSP,STO,BTO,BTO,CSP,CSP,CSP,CSP,CSP,CLP,STO,BTO,,CSP,BTO,CSP,CSP,BTO,BTO,BTO,CLP,CSP,CSP,CLP,BTO,CSP,,CSP,CSP,CSP,CSP,,BTO,CSP,CSP,CSP,,CSP,CSP,,CLP,CSP,,,
2021-10-04 23:00:00,CSP,CSP,CSP,CSP,STO,BTO,BTO,CSP,CSP,CSP,CSP,CSP,CLP,STO,BTO,,CSP,BTO,CSP,CSP,BTO,BTO,BTO,CLP,CSP,CSP,CLP,BTO,CSP,,CSP,CSP,BTO,CSP,,BTO,CSP,CSP,CSP,,CSP,CSP,,CLP,CSP,,,
2021-10-05 00:00:00,CSP,CSP,CSP,CSP,STO,BTO,BTO,CSP,CSP,CSP,CSP,CSP,CLP,STO,BTO,,CSP,BTO,CSP,CSP,BTO,BTO,BTO,CLP,CSP,CSP,CSP,BTO,CSP,,CSP,CSP,BTO,CSP,,BTO,CSP,CSP,CSP,,CSP,CSP,,CSP,CSP,,,
2021-10-05 01:00:00,CSP,CSP,CSP,CSP,STO,BTO,BTO,CSP,CSP,CSP,CSP,CSP,CLP,STO,BTO,,CSP,BTO,CSP,CSP,BTO,BTO,BTO,CLP,CSP,CSP,CSP,BTO,CSP,,CSP,CSP,BTO,CSP,,BTO,CSP,CSP,CSP,,CSP,CSP,,CSP,CSP,,,
2021-10-05 02:00:00,CSP,CSP,CSP,CSP,STO,BTO,BTO,CSP,CSP,CSP,CLP,CSP,CLP,STO,BTO,,CSP,BTO,CSP,CSP,BTO,BTO,BTO,CSP,CLP,CSP,CSP,BTO,CSP,,CSP,CSP,BTO,CSP,,BTO,CSP,CSP,CSP,,CSP,CSP,,CSP,CSP,,,
2021-10-05 03:00:00,CSP,CSP,CSP,CSP,STO,BTO,BTO,CSP,CSP,CSP,CSP,CSP,CLP,STO,BTO,,CSP,CSP,CSP,CSP,BTO,BTO,BTO,CLP,CSP,CSP,CSP,BTO,CSP,,CSP,CSP,BTO,CSP,,BTO,CSP,CSP,CSP,,CSP,CSP,,CSP,CSP,,,
2021-10-05 04:00:00,CSP,CSP,CSP,CSP,STO,BTO,BTO,CSP,CSP,CSP,CLP,CSP,CLP,STO,BTO,,CSP,CSP,CSP,CSP,BTO,BTO,BTO,CLP,CSP,CSP,CSP,BTO,CSP,CSP,CSP,CSP,CSP,CSP,CSP,BTO,CSP,CSP,,,CLP,CSP,,CSP,,,,
2021-10-05 05:00:00,CSP,CSP,CSP,CSP,STO,BTO,BTO,CSP,CSP,CSP,CSP,CSP,CLP,STO,BTO,,CSP,CSP,CSP,CSP,BTO,BTO,BTO,CLP,CSP,CSP,CSP,BTO,BTO,CSP,CSP,CLP,CSP,CSP,CSP,BTO,CSP,CSP,,,CSP,CSP,,CSP,,,,
2021-10-05 06:00:00,CSP,CSP,CSP,CSP,STO,BTO,BTO,CSP,CSP,CSP,CSP,CSP,CLP,STO,BTO,,CSP,CSP,CSP,CSP,BTO,BTO,BTO,CLP,CSP,CSP,CSP,BTO,CSP,CSP,CSP,CSP,CSP,CSP,CSP,BTO,CSP,CSP,,,CLP,CSP,,CSP,,,,
2021-10-05 07:00:00,CSP,CSP,CSP,CSP,STO,BTO,BTO,CSP,CSP,CSP,CSP,CLP,CLP,STO,BTO,,CSP,CSP,CSP,CSP,BTO,BTO,BTO,CLP,CSP,CSP,CSP,BTO,BTO,CSP,CSP,CLP,CSP,CSP,CSP,BTO,CSP,CSP,,,CSP,CSP,,CSP,,,,
2021-10-05 08:00:00,CSP,CSP,CSP,CSP,CLP,BTO,BTO,CSP,CSP,CSP,CSP,CLP,CLP,STO,BTO,,CSP,CSP,CSP,CSP,BTO,BTO,BTO,CLP,STO,CSP,CLP,BTO,BTO,CSP,CSP,CSP,CSP,CSP,CSP,BTO,CSP,CSP,,,CSP,CSP,,CSP,,,,
2021-10-05 09:00:00,CSP,CSP,CSP,CSP,STO,BTO,BTO,CSP,CSP,CSP,CSP,CLP,CLP,STO,BTO,,CSP,CSP,CSP,CSP,BTO,BTO,BTO,CLP,CLP,CSP,CLP,BTO,BTO,CSP,CSP,CSP,CSP,CSP,CSP,BTO,CSP,CSP,,,CLP,CSP,,CSP,,,,
2021-10-05 10:00:00,CLP,CSP,CSP,CSP,STO,BTO,BTO,CSP,CSP,CSP,CLP,CLP,CLP,STO,BTO,,CSP,CSP,CSP,CSP,BTO,BTO,BTO,CLP,CLP,CSP,CSP,BTO,BTO,CLP,CSP,CLP,BTO,CSP,CSP,BTO,CSP,CSP,,,CLP,CSP,,CSP,,,,
